,v1,v2
1742,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
1390,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
4541,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
1847,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
1579,ham,"Why is that, princess? I bet the brothas are all chasing you!"
1655,ham,At 7 we will go ok na.
3568,ham,She's fine. Sends her greetings
2352,ham,Thats cool. How was your day?
2212,ham,"This is one of the days you have a billion classes, right?"
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
2020,ham,Anything lor but toa payoh got place 2 walk meh...
5538,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
1956,ham,K...k:)why cant you come here and search job:)
3178,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3192,ham,I will lick up every drop :) are you ready to use your mouth as well?
1307,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
2003,ham,S....s...india going to draw the series after many years in south african soil..
4966,spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
575,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
2360,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
4676,ham,Wewa is 130. Iriver 255. All 128 mb.
4947,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
1706,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
1799,ham,"If we hit it off, you can move in with me :)"
3347,ham,"Sorry, I'll call later"
4991,ham,I'm hungry buy smth home...
1280,ham,Oh ho. Is this the first time u use these type of words
4538,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
861,ham,Your brother is a genius
4616,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
1801,ham,I wanna watch that movie
1628,ham,Yes princess! I want to make you happy...
1993,ham,Eh den sat u book e kb liao huh...
2639,ham,Why she wants to talk to me
269,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
629,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
4231,ham,I'm at home. Please call
3081,ham,"And very importantly, all we discuss is between u and i only."
3466,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
2334,ham,Do you like Italian food?
4870,ham,Well. You know what i mean. Texting
2966,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
4159,ham,i felt so...not any conveying reason.. Ese he... What about me?
459,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
1447,ham,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!
1472,ham,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?"
2046,ham,"Aight fuck it, I'll get it later"
4703,ham,Yar but they say got some error.
4381,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
5301,ham,At WHAT TIME should i come tomorrow
2113,ham,"Yeah, don't go to bed, I'll be back before midnight"
27,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
2040,ham,You always make things bigger than they are
5040,ham,She ran off with a younger man. we will make pretty babies together :)
3216,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
837,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
3814,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
129,ham,K..k:)how much does it cost?
4938,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
2008,ham,See the forwarding message for proof
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
503,ham,Lolnice. I went from a fish to ..water.?
4230,ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
4788,ham,We're on the opposite side from where we dropped you off
380,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
1851,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
1525,ham,Pls pls find out from aunt nike.
2365,ham,Ok try to do week end course in coimbatore.
4030,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
3052,ham,Pls send me the correct name da.
2884,ham,ÌÏ still attending da talks?
2340,ham,I will take care of financial problem.i will help:)
374,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
4035,ham,How are you holding up?
2381,ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
4795,spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
939,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
5338,ham,So when do you wanna gym?
4430,ham,2mro i am not coming to gym machan. Goodnight.
4852,ham,I'm fine. Hope you are also
2799,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2147,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
3591,ham,I anything lor...
4610,ham,Wat time Ì_ finish?
5061,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
3808,ham,At the funeral home with Audrey and dad
4691,ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
2068,ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
3623,ham,No message..no responce..what happend?
529,ham,Jay says that you're a double-faggot
3308,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
3937,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
636,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
1269,ham,"Tee hee. Off to lecture, cheery bye bye."
185,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
1394,ham,R we still meeting 4 dinner tonight?
3934,ham,You need to get up. Now.
4187,ham,Mm umma ask vava also to come tell him can play later together
1797,ham,Can i get your opinion on something first?
2979,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
1441,ham,Ya:)going for restaurant..
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
3811,ham,Yep then is fine 7.30 or 8.30 for ice age.
1535,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2913,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
3188,ham,X2  &lt;#&gt; . Are you going to get that
1273,spam,network operator. The service is free. For T & C's visit 80488.biz
2467,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
3688,ham,You still coming tonight?
607,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
4151,ham,What's nannys address?
1712,ham,o turns out i had stereo love on mi phone under the unknown album.
4607,ham,We live in the next  &lt;#&gt; mins
2199,ham,Not sure I have the stomach for it ...
955,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
2579,ham,I dunno until when... Lets go learn pilates...
5216,ham,I am late. I will be there at
4460,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
4934,ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
4145,ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
2852,ham,I doubt you could handle 5 times per night in any case...
403,ham,None of that's happening til you get here though
2071,ham,Good night my dear.. Sleepwell&amp;Take care
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
1977,spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
158,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
1748,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
2909,ham,How do you guys go to see movies on your side.
3888,ham,Unlimited texts. Limited minutes.
4238,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
902,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
352,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1230,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
2140,ham,After the drug she will be able to eat.
444,ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS
5512,ham,"Just making dinner, you ?"
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
1737,ham,I cant pick the phone right now. Pls send a message
2971,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
3714,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
5545,ham,Hi its in durban are you still on this number
2920,ham,"Yo, any way we could pick something up tonight?"
311,spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
3423,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
